2021-10-13T19:00:27.668+09:00,inohz,KeyEvent,65535:17:2,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,29,Default task
2021-10-13T19:00:27.707+09:00,inohz,Action,$Undo,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,29,Default task
2021-10-13T19:00:27.707+09:00,inohz,KeyEvent,26:90:2,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,,5,30,Default task
2021-10-13T19:00:27.942+09:00,inohz,Action,$Undo,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,,5,30,Default task
2021-10-13T19:00:27.943+09:00,inohz,KeyEvent,26:90:2,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,,5,30,Default task
2021-10-13T19:00:28.498+09:00,inohz,KeyEvent,65535:16:3,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,,5,30,Default task
2021-10-13T19:00:28.593+09:00,inohz,Action,$Redo,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,,5,30,Default task
2021-10-13T19:00:28.595+09:00,inohz,KeyEvent,26:90:3,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,,5,30,Default task
2021-10-13T19:00:30.666+09:00,inohz,KeyEvent,44:44:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,29,Default task
2021-10-13T19:00:30.802+09:00,inohz,KeyEvent,32:32:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,30,Default task
2021-10-13T19:00:30.947+09:00,inohz,KeyEvent,105:73:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,31,Default task
2021-10-13T19:00:31.034+09:00,inohz,KeyEvent,110:78:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,32,Default task
2021-10-13T19:00:31.140+09:00,inohz,KeyEvent,116:84:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,33,Default task
2021-10-13T19:00:31.216+09:00,inohz,KeyEvent,32:32:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,34,Default task
2021-10-13T19:00:33.175+09:00,inohz,KeyEvent,108:76:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,35,Default task
2021-10-13T19:00:33.353+09:00,inohz,KeyEvent,105:73:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/edu/pnu/admin/School.java,School::School,9,36,Default task
