2021-09-06T17:34:35.008+09:00,inohz,IdeState,Active,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,0,27,Default task
2021-09-06T17:34:35.735+09:00,inohz,Action,EditorRight,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,0,27,Default task
2021-09-06T17:34:35.736+09:00,inohz,KeyEvent,65535:39:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,0,28,Default task
2021-09-06T17:34:36.016+09:00,inohz,IdeState,Active,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,0,28,Default task
2021-09-06T17:34:36.174+09:00,inohz,Action,EditorEnter,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,0,28,Default task
2021-09-06T17:34:36.184+09:00,inohz,KeyEvent,10:10:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,1,4,Default task
2021-09-06T17:34:36.689+09:00,inohz,KeyEvent,109:77:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,1,4,Default task
2021-09-06T17:34:36.783+09:00,inohz,KeyEvent,97:65:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,1,5,Default task
2021-09-06T17:34:36.830+09:00,inohz,KeyEvent,105:73:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,1,6,Default task
2021-09-06T17:34:36.882+09:00,inohz,KeyEvent,110:78:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,1,7,Default task
2021-09-06T17:34:37.024+09:00,inohz,IdeState,Active,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,1,8,Default task
2021-09-06T17:34:37.201+09:00,inohz,Action,EditorChooseLookupItem,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,1,8,Default task
2021-09-06T17:34:37.229+09:00,inohz,KeyEvent,10:10:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,FactorialMain::main,2,8,Default task
2021-09-06T17:34:38.036+09:00,inohz,IdeState,Active,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,FactorialMain::main,2,8,Default task
2021-09-06T17:34:39.046+09:00,inohz,IdeState,Active,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,FactorialMain::main,2,8,Default task
2021-09-06T17:34:39.581+09:00,inohz,Action,EditorDown,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,FactorialMain::main,2,8,Default task
2021-09-06T17:34:39.582+09:00,inohz,KeyEvent,65535:40:0,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,3,5,Default task
2021-09-06T17:34:39.813+09:00,inohz,Action,EditorEnter,PlatformBasedProgramming,Editor,D:/IdeaProjects/PlatformBasedProgramming/src/FactorialMain.java,,3,5,Default task
